Version ID	Index	Master ID	Skeletal code	Skeletal element	Year this sample was first published [for a present-day sample it is this version of the sample. missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Representative contact	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	GroupID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 coverage or published (merged data or consensus if not available)	mt haplogroup published	mt haplogroup published reference	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT (Xcontam interval is listed if lower bound is >0.005, "QUESTIONABLE" if lower bound is 0.01-0.02, "QUESTIONABLE_CRITICAL" or "FAIL" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is "QUESTIONABLE"; <0.9 is "QUESTIONABLE_CRITICAL", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is "QUESTIONABLE_CRITICAL/FAIL" if <0.01, "QUESTIONABLE" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are "QUESTIONABLE_CRITICAL" or "FAIL" if <0.03, "QUESTIONABLE" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))	Anatolian	Yamnaya	Mesolithic_HG	PC1	PC2	PC3	PC4
I7550	6660	I7550	CH-08-C15-UE1502-E4	petrous	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context: Layer dates of 3952-3657 calBCE (5020±50 BP, CNA-360), 4585-4361 calBCE (5650±40 BP, CNA-664), 4652-4362 calBCE [5665±50 BP, CNA-833) on individuals from same site calibrated by 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6100	318	4700-3600 BCE	Spain_MLN	Cádiz, San Fernando, Campo de Hockey	Spain	36.445	-6.21	1240K	1	1.185428	638374	..	F	n/a (no relatives detected)	..	49.8	K1b1a	..	..	[0.986,0.998]	0.182	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.011	0.008	None	[0,0.005]	ds.half	S7550.E1.L1	PASS	0.769280470716587	0	0.230719529283413	-48.1155902623123	15.3971280977476	25.4827166876926	13.2251812998451
I1631	1169	I1631	AR1/43C	petrous	2016	LazaridisNature2016	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6099	66	4311-4049 calBCE (5323±30 BP, OxA-19332)	Armenia_C	Areni 1	Armenia	39.73	45.2	1240K	1	3.202	816520	..	F	n/a (no relatives detected)	..	468	K1a8	..	..	[0.994,0.998]	0.055	0.015	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.004	0.011	None	[0,0.018]	ds.half	S1631.E1.L1	PASS	0.673540294365169	0	0.326459705634831	-46.7355076501708	3.31421397773837	-40.6127110576662	-12.0529686902618
SID005	15992	SID005	S1 7	Tooth	2020	MarcusNatureCommunications2020	John Novembre	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6095	65	4310-4047 calBCE (5316±31 BP, MAMS-39532)	Italy_Sardinia_N	Ossi, SS, S'isteridolzu	Italy	40.624042	8.636695	1240K	1	0.117877	122495	..	M	n/a (no relatives detected)	I2a1b1a	4.1	K1a	..	..	[0.98,1.00]	0.1102	..	..	0.018	0.8	[0,0.065]	0.046	0.031	None	[0,0.107]	ds.half	SID005.A0101	PASS (literature)	0.851259460541957	0	0.148740539458043	43.9010215825032	28.2131305586604	25.0527732353946	-27.704512115237
GRG032	17603	GRG032	GLN 248	petrous	2020	RivollatScienceAdvance2020	Haak, Wolfgang; Rivollat, Maïté	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6088	70	4310-3994 calBCE (5303±40 BP, Ly-12933)	France_MN	Yonne, Gurgy "les Noisats"	France	47.97	3.56	1240K	1	1.618362	722083	..	F	n/a (no relatives detected)	..	..	..	K1a+195	RivollatScienceAdvance2020	..	0.1105	0.01962296	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	ds.half	GRG032.A0102	PASS (literature)	0.900886249149855	0	0.0991137508501452	-51.9939943160367	31.6323695828142	15.781455587558	21.8418021453066
I7042	194	I7042	HUNG496, grave 244	petrous	2018	OlaldeNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6086	60	4239-4046 calBCE (5300±25 BP, PSUAMS-4035)	Hungary_MN	Szigetszentmiklós-Üdülősor	Hungary	47.429954	19.051966	1240K	1	4.310566	783888	..	M	n/a (no relatives detected)	I2a1a1b1b~	493	H	..	..	[0.988,0.997]	0.082	0.423	4926	0.004377	4.525064172	[0.002,0.006]	-0.009	0.006	None	[0,0.003]	ds.half	S7042.E1.L1	PASS	0.88968602938667	0	0.11031397061333	-53.5812177422099	30.1072829674465	-3.51857487444633	14.2332711346974
I1909	2074	I1909	M6-116.12a	tooth (molar)	2017	LipsonNature2017	Szécsényi-Nagy, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6086	59	4239-4046 calBCE (5300±23 BP, MAMS-14132)	Hungary_C_Balaton_Lasinja	Lánycsók, Csata-alja	Hungary	45.993	18.58127	1240K	1	0.637	486998	..	F	n/a (no relatives detected)	..	188	T2	T2f8a	..	[0.997,0.999]	0.129	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.013	None	[0,0.032]	ds.half	S1909.L1	PASS	0.986800529346273	0	0.0131994706537269	-29.4931088057288	42.8000332013113	7.77462360346924	1.21047843269679
I1632	1168	I1632	AR1/46	petrous	2016	LazaridisNature2016	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6076	66	4236-3994 calBCE (5285±29 BP, OxA-18599)	Armenia_C	Areni 1	Armenia	39.73	45.2	1240K	1	2.963	812657	..	M	n/a (no relatives detected)	L1a1	267	K	K1a8	..	[0.990,0.996]	0.067	0.411	3929	0.002866	2.79248776	[0.001,0.005]	-0.004	0.008	None	[0,0.012]	ds.half	S1632.E1.L1	PASS	0.733880200643686	0	0.266119799356314	-47.2498111980156	10.7452086159745	-42.0580696795309	-13.4845859107084
N28.SG	11359	N28	N28	petrous	2018	FernandesScientificReports2018	..	Direct (WARNING MISSING LAB CODE, MISSING UNCALIBRATED DATE, NEED TO CHANGE TO INTCAL20): IntCal13	6074	74	4251-3996 calBCE	Poland_BKG.SG	Oslonki	Poland	52.61	18.8	Shotgun	..	1.824906	984960	..	M	n/a (no relatives detected)	G2a2b2a1a1	..	T2b	..	..	..	..	..	..	..	..	..	-0.009	0.014	None	[0,0.018]	ds.minus	..	PASS (literature)	0.936469887564996	0	0.0635301124350037	-36.5741725742996	36.3851924842595	3.53738284010775	6.09794897703012
I4627	2379	I4627	ZVEJ26	petrous	2017	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6071	81	4311-3978 calBCE (5280±55 BP, Ua-3639)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	1	1.77	686273	..	M	n/a (no relatives detected)	R1b1a1	117	U4a1	..	..	[0.986,0.994]	0.099	0.435	2852	0.007188	3.76312815	[0.003,0.011]	-0.002	0.006	None	[0,0.01]	ds.half	S4627.E1.L1	PASS	0	0	1	-51.5020923618734	-86.44600736208	45.3463195073548	-11.5598010264899
BLP10.SG	17529	BLP10	BLP10	petrous	2020	BrunelPNAS2020	Pruvost, Melanie	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6065	74	4239-3985 calBCE (5275±40 BP, GrA-3117)	France_HautsDeFrance_MN.SG	Hauts-de-France (North), Beaurieux, la Plaine	France	49.39246	3.73641	Shotgun	1	0.178589	194801	..	M	n/a (no relatives detected)	I2a1b1b	94	H1e	H1e	Haplofind and Phy-Mer, Phylotree build17, BrunelPNAS2020	..	..	..	..	..	..	..	..	..	..	..	ds.half	BLP10	PASS (literature)	0.824656797001755	0	0.175343202998245	49.7308686350052	25.1538893560757	21.0654858968453	-24.2580500037723
I4189	1994	I4189	GEN100	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	Context: Archaeological period	6050	115	4300-3900 BCE	Hungary_C_Balaton_Lasinja	Alsónyék, site 11	Hungary	46.204523	18.729916	1240K	1	1.806	764910	..	F	n/a (no relatives detected)	..	62.7	T2b	..	..	[0.985,0.993]	0.134	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.006	None	[0,0.011]	ds.half	S4189.L1	PASS	0.907725507502099	0	0.0922744924979012	-52.4529420382283	32.4011629808435	-4.87198968278482	16.6079213492155
I1908	2073	I1908	KEFP2a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	Context: Archaeological period	6050	115	4300-3900 BCE	Hungary_C_Balaton_Lasinja	Keszthely-Fenékpuszta, Pusztaszentegyházi-dűlő	Hungary	46.70991	17.23935	1240K	1	0.736	542798	..	F	n/a (no relatives detected)	..	91.8	J2b1a	..	..	[0.986,0.993]	0.104	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.012	None	[0,0.023]	ds.half	S1908.L1	PASS	0.961157663256855	0	0.0388423367431453	-32.3333532671113	39.5537496706364	4.32486219083673	3.37049603121
BERG157-2.SG	17523	BERG157-2	BERG157-2	petrous	2020	BrunelPNAS2020	Pruvost, Melanie	Context (WARNING LAYER DATE DETAILS UNSPECIFIED): Archaeological period and layer dates at the same site	6050	115	4300-3900 BCE	France_GrandEst_MN.SG	Grand-Est (East), Bergheim, Saulager	France	43.21817	2.4127	Shotgun	1	0.281369	286814	..	F	n/a (no relatives detected)	..	144	J1c1b	J1c1b	Haplofind and Phy-Mer, Phylotree build17, BrunelPNAS2020	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	ds.half	BERG157-2	PASS (literature)	0.874464096744861	0	0.125535903255139	33.4695094344717	30.7429692482832	23.9980963571624	-26.5803972704612
N42.SG	11363	N42	N42	petrous	2018	FernandesScientificReports2018	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6049	76	4233-3980 calBCE (5260±40 BP, Poz-77357)	Poland_BKG_o1.SG	Oslonki	Poland	52.61	18.8	Shotgun	..	0.742595	607894	..	F	n/a (no relatives detected)	..	..	U5b2a1a	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.009	0.02	None	[0,0.03]	ds.minus	..	PASS (literature)	0.492068603093553	0	0.507931396906447	-3.61404632993193	-17.5281641371138	34.2123529713909	-0.0916297864121573
I1409	1186	I1409	ARE20	..	2016	LazaridisNature2016	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6047	75	4230-3984 calBCE (5260±30 BP, Poz-81110)	Armenia_C	Areni 1	Armenia	39.73	45.2	1240K	1	0.083	92184	..	F	n/a (no relatives detected)	..	22.2	U4a	..	..	[0.987,0.999]	0.052	0.013	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.026	0.055	Model_Misspecified	[0,0.082]	ds.half	S1409.E1.L1	PASS	0.62144129827241	0	0.37855870172759	69.7014955284624	0.976461833685409	-8.66683639166952	4.00190183378016
MA79	15967	JK2724	LF1002 (114)	Tibia	2020	MarcusNatureCommunications2020	John Novembre	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6045	75	4231-3982 calBCE (5258±34 BP, OxA-22195)	Italy_Sardinia_N_o	Seulo, CA, Grutta I de Longu Fresu	Italy	39.87	9.2356	1240K	1	1.296371	685999	..	F	n/a (no relatives detected)	..	92.7	U5b2b3	..	..	[0.96,0.98]	0.37	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.003	None	[0.001,0.013]	ds.minus	MA79.LON002.A0101	QUESTIONABLE (warning, these UDG-minus libraries show ancestry bias in multiple analyses, literature)	0.904390993469477	0	0.0956090065305231	-43.6309259414429	32.2538726382818	15.5836366522871	12.854828993918
Latvia~MN2.SG	2290	I4631	ZVEJ31	petrous	2017	JonesCurrentBiology2017	..	Direct (WARNING NEED R_COMBINE AND MISSING LAB CODE): 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6043	170	4387-3799 calBCE [union of three dates: 4230-3799 calBCE (5180±65 BP, Ua-19813); 4387-3818 calBCE (5290±105 BP); 4230-3799 calBCE (5180±65 BP)]	Latvia_MN_Comb_Ware.SG	Zvejnieki	Latvia	56.2833	25.1333	Shotgun	..	1.099	758978	..	F	n/a (no relatives detected)	..	..	U4	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.003	0.006	None	[0,0.015]	ds.minus	..	PASS (literature)	0	0	1	-7.34048226386832	-87.4417835015156	-17.3803188687494	-23.9573360056252
I2783	2178	I2783	GEN49	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6010	74	4228-3962 calBCE (5230±40 BP, Poz-83638)	Hungary_Hunyadihalom_MCHA	Nemesnádudvar-Papföld, M9/7 lh.	Hungary	46.334774	19.053945	1240K	1	0.971	648306	..	M	n/a (no relatives detected)	C1a2a	93.2	T2b	T2b23	..	[0.981,0.988]	0.139	0.409	1411	0.006125	2.363299977	[0.001,0.011]	-0.016	0.009	None	[0,0.002]	ds.half	S2783.L1	PASS	0.894154910302568	0	0.105845089697432	-39.1271236374131	31.0508146919891	5.90577158019117	4.67939766869876
SRA62.SG	17939	SRA62	1997:62	tooth	2020	CassidyNature2020	Cassidy, Lara; Bradley, Daniel	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	6001	70	4226-3961 calBCE (5227±36 BP, UB-15772)	Ireland_Mesolithic.SG	Ireland, Leitrim, Sramore	Ireland	54.296993	-8.335987	Shotgun	..	9.120829	1181198	..	M	..	I2a1b2	..	..	U5a2d	CassidyNature2020	..	..	..	..	..	..	..	..	..	..	..	ds.half	..	PASS (literature)	0	0	1	-55.952031548959	-91.9280770418606	96.69813285552	-1.02368291271999
I4435	2341	I4435	ZVEJ13, Burial 278	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5972	50	4214-3958 calBCE (5210±30 BP, PSUAMS-2232)	Latvia_MN_o3	Zvejnieki	Latvia	56.2833	25.1333	1240K	1	3.407	729122	..	F	n/a (no relatives detected)	..	461	U4a1	..	..	[0.987,0.994]	0.085	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.01	0.007	None	[0,0.004]	ds.half	S4435.E1.L1	PASS	0	0	1	-44.0658274382179	-86.6343893087076	-22.3655953521308	-33.0985778222752
FLR002	17583	FLR002	FLR 8-5	petrous	2020	RivollatScienceAdvance2020	Haak, Wolfgang; Rivollat, Maïté	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5972	50	4214-3958 calBCE (5210±30 BP, Beta-416654)	France_MN	Calvados, Fleury-sur-Orne	France	49.19	-0.38	1240K	1	0.805857	521115	..	M	n/a (no relatives detected)	H2c~	..	..	J2b1a	RivollatScienceAdvance2020	..	0.11665	0.603263522	..	..	..	..	..	..	..	..	ds.half	FLR002.A0101	PASS (literature)	0.939167587584472	0	0.0608324124155283	-42.5730411588973	36.5783947414145	19.8603123599945	11.4858593108603
I15946	12870	I15946	2485, Grave F	petrous	2020	FernandesNatureEcologyEvolution2020	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5968	46	4158-3958 calBCE (5205±30 BP, PSUAMS-6699)	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	1240K	1	0.65884	464563	42.1	M	n/a (no relatives detected)	I2a1b1a1b2	93.21	T2c1d+152	..	..	[0.984,0.997]	0.172	0.424	775	0.0126	2.739	[0.004,0.022]	..	..	..	..	ss.half	S15946.Y1.E1.L1	PASS	0.922688221739958	0	0.0773117782600421	-36.4389983728451	34.7068474694005	21.661658750437	7.60314988092679
LugarCanto45.SG	272	LugarCanto45	LC45	petrous	2017	MartinianoPLoSGenetics2017	Martiniano, Rui	Context: Archaeological period	5950	289	4500-3500 BCE	Portugal_MN.SG	Lugar do Canto	Portugal	39.414	-8.822	Shotgun	..	0.075762	87819	..	M	n/a (no relatives detected)	I2a1a2	..	..	..	HaploFind	..	..	..	..	..	..	..	0.036	0.031	None	[0,0.097]	ds.minus	..	PASS (literature)	0.683532843345961	0	0.316467156654039	76.2351493209324	8.76398102000936	13.2723168485539	-7.53148465978935
LugarCanto44.SG	271	LugarCanto44	LC44	petrous	2017	MartinianoPLoSGenetics2017	Martiniano, Rui	Context: Archaeological period	5950	289	4500-3500 BCE	Portugal_MN.SG	Lugar do Canto	Portugal	39.414	-8.822	Shotgun	..	2.057559	998856	..	F	n/a (no relatives detected)	..	..	H1e1a2	H1e1a2	HaploFind	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.001	0.005	None	[0,0.011]	ds.minus	..	PASS (literature)	0.806825240746102	0	0.193174759253898	-40.7871621563514	20.2943320644039	29.3030614054382	13.6607381604515
LugarCanto42.SG	270	LugarCanto42	LC42	petrous	2017	MartinianoPLoSGenetics2017	Martiniano, Rui	Context: Archaeological period	5950	289	4500-3500 BCE	Portugal_MN.SG	Lugar do Canto	Portugal	39.414	-8.822	Shotgun	..	3.051136	1089508	..	F	n/a (no relatives detected)	..	..	H3	H3	HaploFind	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.009	0.004	None	[0.001,0.017]	ds.minus	..	PASS (literature)	0.836051302554014	0	0.163948697445986	-47.5671868009407	23.7066511649848	22.241609359747	16.3598472694887
LugarCanto41.SG	269	LugarCanto41	LC41	petrous	2017	MartinianoPLoSGenetics2017	Martiniano, Rui	Context: Archaeological period	5950	289	4500-3500 BCE	Portugal_MN.SG	Lugar do Canto	Portugal	39.414	-8.822	Shotgun	..	1.088636	759210	..	F	n/a (no relatives detected)	..	..	U5b1	U5b1+16189+@16192	HaploFind	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.015	0.006	None	[0.003,0.027]	ds.minus	..	PASS (literature)	0.826945516945678	0	0.173054483054322	-15.8204126007159	23.5022893371433	32.6314505885344	1.79652803099389
I7549	6659	I7549	CH-08-C12-UE1214-E6	petrous	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context (WARNING CONSTITUENT DATES' CALIBRATION METHODOLOGY UNCLEAR; MAY NEED MARINE CALIBRATION): Layer date based on separate skeletons 3948-3708 calBCE (5020±50 BP, CNA-360); 4221-3990 calBCE (5650±40 BP, CNA-664); 4244-3983 calBCE [5665±50 BP, CNA-833)	5950	173	4300-3700 BCE	Spain_MLN	Cádiz, San Fernando, Campo de Hockey	Spain	36.445	-6.21	1240K	1	0.285374	264076	..	F	n/a (no relatives detected)	..	34.9	K1a4a1	..	..	[0.991,1.000]	0.176	0.015	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.016	0.016	None	[0,0.015]	ds.half	S7549.E1.L1	PASS	0.935945863542909	0	0.0640541364570913	3.35357550947911	37.4089219398046	29.8552052783753	-19.4282679842108
I7547	6703	I7547	CH-08-C12-UE1210-E2	petrous	2019	OlaldeScience2019	Lalueza-Fox, Carles	Context (WARNING CONSTITUENT DATES' CALIBRATION METHODOLOGY UNCLEAR; MAY NEED MARINE CALIBRATION): Layer date based on separate skeletons 3948-3708 calBCE (5020±50 BP, CNA-360); 4221-3990 calBCE (5650±40 BP, CNA-664); 4244-3983 calBCE [5665±50 BP, CNA-833)	5950	173	4300-3700 BCE	Spain_MLN	Cádiz, San Fernando, Campo de Hockey	Spain	36.445	-6.21	1240K	1	0.058102	65285	..	F	n/a (no relatives detected)	..	17.6	K1a+195	..	..	[0.942,0.976]	0.099	0.028	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.015	0.047	None	[0,0.107]	ds.half	S7547.E1.L1	PASS (mtcontam=[0.942,0.976])	0.748518913595381	0	0.251481086404619	65.2977411272485	16.3162909098909	17.9401396378088	-18.8819927500716
I4554	2373	I4554	ZVEJ24, Burial 207	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5946	39	4048-3951 calBCE (5180±30 BP, PSUAMS-2237)	Latvia_MN_o3	Zvejnieki	Latvia	56.2833	25.1333	1240K	1	2.526	722665	..	F	n/a (no relatives detected)	..	211	U4d1	..	..	[0.987,0.995]	0.146	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.009	0.004	None	[0,0]	ds.half	S4554.E1.L1	PASS	0	0	1	-45.1902067811711	-89.7669610647272	-17.9408968271704	-34.5974053799747
I2318	6139	I2318	FR115	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5935	43	4049-3820 calBCE (5170±30 BP, Poz-81125)	Greece_Peloponnese_N	Argolid, Franchthi Cave	Greece	37.423333	23.132222	1240K	4	0.518535	409346	..	F	n/a (no relatives detected)	..	..	H2	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.008	None	[0,0.02]	ds.half,ds.half,ds.half,ds.half	S2318.E1.L2,S2318.E1.L3,S2318.E1.L4,S2318.E1.L5	QUESTIONABLE (mtmatchmax=0.944-1)	1	0	0	-24.7064760623044	53.4819900529586	-7.14659066646909	-4.09645822672032
I1407	1187	I1407	ARE12.1	tooth (molar)	2016	LazaridisNature2016	Pinhasi, Ron	Context: Archaeological period	5875	245	4350-3500 BCE	Armenia_C	Areni 1	Armenia	39.73	45.2	1240K	1	2.164	791878	..	M	n/a (no relatives detected)	L1a1	554	H	..	..	[0.996,1.000]	0.063	0.408	3423	0.002654	2.0675756	[0,0.005]	-0.016	0.009	None	[0,0.002]	ds.half	S1407.E1.L1	PASS	0.730297489249593	0	0.269702510750407	-45.4383408961494	10.3536494959678	-39.0619095565802	-14.4880970075209
BERG02-2.SG	17522	BERG02-2	BERG02-2	petrous	2020	BrunelPNAS2020	Pruvost, Melanie	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5867	67	4041-3802 calBCE (5135±35 BP, Poz-53879)	France_GrandEst_MN.SG	Grand-Est (East), Bergheim, Saulager	France	43.21817	2.4127	Shotgun	1	0.297998	296452	..	F	n/a (no relatives detected)	..	83	W5b	W5b	Haplofind and Phy-Mer, Phylotree build17, BrunelPNAS2020	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	ds.half	BERG02-2	PASS (literature)	0.847410285013134	0	0.152589714986866	33.200998432327	27.4250821983572	24.6997137015974	-23.0087157881391
I3709	6104	I3709	A236	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5860	64	4036-3804 calBCE (5130±30 BP, UCIAMS-186358)	Greece_Peloponnese_N	Diros, Alepotrypa Cave	Greece	36.63833333	22.3825	1240K	2	2.175359	876905	..	F	n/a (no relatives detected)	..	..	K1b1a	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.002	0.008	None	[0,0.014]	ds.half,ds.half	S3709.E1.L2,S3709.E1.L3	PASS	0.986237318192098	0	0.0137626818079023	-51.4412247005098	42.0830756291834	-19.0579148665628	10.965035570024
Steigen.SG	6796	Steigen	Steigen	tooth (molar)	2018	GuntherPLoSBiology2018	GuntherPLoSBiology2018	Direct (WARNING MISSING LAB CODE, MISSING UNCALIBRATED DATE, NEED TO CHANGE TO INTCAL20): IntCal13	5857	54	4000-3814 calBCE	Norway_N_HG.SG	Steigen	Norway	67.81	14.681	Shotgun	..	1.32698	859653	..	M	n/a (no relatives detected)	I2a1a2	..	U5a1d	..	..	..	..	..	..	..	..	..	..	..	..	..	ds.minus	..	PASS (literature)	0	0	1	-22.0990028631174	-91.3883096907501	15.463964385286	-18.0849720497189
I15945	12848	I15945	2484, Grave F	petrous	2020	FernandesNatureEcologyEvolution2020	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	5825	52	3967-3798 calBCE (5095±30 BP, PSUAMS-6936)	Italy_Sardinia_N	Sardinia, Anghelu Ruju	Italy	40.626667	8.323056	1240K	1	0.170733	173534	41.5	F	n/a (no relatives detected)	..	21.55	J2b1a	..	..	[0.954,0.987]	0.178	0.017	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.015	0.032	None	[0,0.048]	ss.half	S15945.Y1.E1.L1	PASS	0.866348741149026	0	0.133651258850973	28.7322011073031	29.5798766948323	25.2595969217941	-26.5677406538166
